id,title,question,date,aye_votes,no_votes,mover,mover_party,division_type,bill_type,portfolio,orig_house,status,conscience_vote,Coalition,Australian Labor Party,Australian Greens,Ms Chaney,Ms Daniel,Dr Haines,Dr M Ryan,Dr Scamps,Ms Spender,Ms Steggall,Ms Tink,Mr Wilkie,Ms Le
2020,Suspension of standing orders,That the motion be agreed to,2023-09-11T09:23:24.98,10,57,Mr Chandler-Mather,Australian Greens,procedural,,,,,FALSE,No,No,Aye,,Aye,Aye,Aye,Aye,,,Aye,Aye,
2021,Suspension of standing orders,That the motion be agreed to,2023-09-12T11:23:10.093,53,90,Mr Dutton,Liberal National Party of Queensland,procedural,,,,,FALSE,Aye,No,No,No,No,No,No,No,No,No,No,No,
2022,Statutory Declarations Amendment Bill 2023,2nd reading—That the amendment be agreed to,2023-09-13T08:28:44.69,54,85,Mr Fletcher,Liberal Party of Australia,bill,Government,Attorney-General,House of Representatives,Act,FALSE,Aye,No,No,No,No,No,No,Aye,No,No,Aye,,No
2023,Suspension of standing orders,That the motion be agreed to,2023-09-14T08:31:42.813,13,75,Ms Steggall,Independent,procedural,,,,,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2024,Housing Australia Future Fund Bill 2023,Senate amendment—That the amendment be agreed to,2023-09-14T10:20:38.097,91,48,Ms Collins,Australian Labor Party,bill,Government,Finance,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2025,Treasury Laws Amendment (Housing Measures No. 1) Bill 2023,Senate amendment-That the amendment be agreed to,2023-09-14T11:58:13.913,92,48,Ms Collins,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2030,Hamas attacks on Israel and ongoing conflicts,That the amendment be agreed to,2023-10-16T08:14:05.417,7,107,Mr Bandt,Australian Greens,procedural,,,,,FALSE,No,No,Aye,No,No,No,No,Aye,No,No,Aye,Aye,
2031,Hamas attacks on Israel and ongoing conflicts,That the motion be agreed to,2023-10-16T13:34:27.307,134,4,Mr Albanese,Australian Labor Party,procedural,,,,,FALSE,Aye,Aye,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2032,Suspension of standing orders,That the motion be agreed to,2023-10-16T17:56:06.153,51,86,Mr Dutton,Liberal National Party of Queensland,procedural,,,,,FALSE,Aye,No,No,No,No,No,No,No,No,No,No,No,
2033,Water Amendment (Restoring Our Rivers) Bill 2023,2nd reading—That the amendment be agreed to,2023-10-18T08:11:39.983,49,79,Dr Gillespie,The Nationals,bill,Government,Environment and Water,House of Representatives,Act,FALSE,Aye,No,,No,No,No,No,No,No,No,,No,No
2034,Water Amendment (Restoring Our Rivers) Bill 2023,That the bill be read a second time,2023-10-18T10:07:40.157,82,50,,,bill,Government,Environment and Water,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,Aye,No
2035,Water Amendment (Restoring Our Rivers) Bill 2023,Detail amendments—That the amendment be agreed to,2023-10-18T10:43:09.137,81,48,Ms Sharkie,Centre Alliance,bill,Government,Environment and Water,House of Representatives,Act,FALSE,No,Aye,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2036,Water Amendment (Restoring Our Rivers) Bill 2023,Detail amendments—That the amendment (2) be agreed to,2023-10-18T10:50:21.703,81,48,Dr Haines,Independent,bill,Government,Environment and Water,House of Representatives,Act,FALSE,No,Aye,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2037,Water Amendment (Restoring Our Rivers) Bill 2023,Detail amendments—That the amendments (4) to (6) be agreed to,2023-10-18T11:36:02.78,82,48,Dr Haines,Independent,bill,Government,Environment and Water,House of Representatives,Act,FALSE,No,Aye,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2038,Water Amendment (Restoring Our Rivers) Bill 2023,Detail amendments—That the Government amendments be agreed to,2023-10-18T11:43:52.51,80,49,Ms Plibersek,Australian Labor Party,bill,Government,Environment and Water,House of Representatives,Act,FALSE,No,Aye,,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,No
2039,Water Amendment (Restoring Our Rivers) Bill 2023,"That the bill, as amended, be agreed to",2023-10-18T12:14:42.283,85,50,,,bill,Government,Environment and Water,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,No
2040,Identity Verification Services Bill 2023,2nd reading—That the amendment be agreed to,2023-10-18T12:22:07.563,5,65,Mr Chandler-Mather,Australian Greens,bill,Government,Attorney-General,House of Representatives,Act,FALSE,No,No,Aye,No,No,No,No,No,No,No,No,Aye,No
2041,Identity Verification Services Bill 2023,That the bill be read a second time,2023-10-18T13:06:47.667,82,51,,,bill,Government,Attorney-General,House of Representatives,Act,FALSE,No,Aye,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2042,Suspension of standing orders,That the motion be agreed to,2023-10-19T07:57:36.657,52,81,,,procedural,,,,,FALSE,Aye,No,No,No,No,No,No,,,,No,No,Aye
2043,Migration Amendment (Australia’s Engagement in the Pacific and Other Measures) Bill 2023,Senate amendments be agreed to,2023-10-19T09:37:38.667,84,48,Mr Giles,Australian Labor Party,bill,Government,Home Affairs,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2044,Public Health (Tobacco and Other Products) Bill 2023,Detail amendments—That the amendments be agreed to,2023-10-19T10:46:52.557,12,94,Ms Steggall,Independent,bill,Government,Health and Aged Care,House of Representatives,Act,FALSE,No,No,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2045,Closure of question,That the question be put,2023-10-19T10:59:59.033,73,56,Mr Butler,Australian Labor Party,procedural,,,,,FALSE,No,Aye,Aye,No,No,No,No,,No,No,No,No,No
2046,Proposed Program of Sittings 2024,That the amendment be agreed to,2023-10-19T12:59:09.387,57,74,Mr Chester,The Nationals,procedural,,,,,FALSE,Aye,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2047,Proposed Program of Sittings 2024,That the motion be agreed to,2023-10-19T13:05:04.587,74,58,Mr Butler,Australian Labor Party,procedural,,,,,FALSE,No,Aye,Aye,No,No,No,No,No,No,No,No,No,No
2049,Higher Education Support Amendment (Response to the Australian Universities Accord Interim Report) Bill 2023,Senate amendment be agreed to,2023-10-19T16:28:47.077,84,47,Mr Clare,Australian Labor Party,bill,Government,Education,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2051,Suspension of standing and sessional orders,That the motion be agreed to,2023-11-13T11:53:05.68,60,75,Mr Fletcher,Liberal Party of Australia,bill,Private,"LAMBIE, Sen Jacqui",Senate,Not Proceeding,FALSE,Aye,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,Aye
2052,Suspension of standing and sessional orders,That the motion be agreed to,2023-11-13T16:22:25.22,61,75,Mr Fletcher,Liberal Party of Australia,bill,Private,"LAMBIE, Sen Jacqui",Senate,Not Proceeding,FALSE,Aye,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,Aye
2053,Suspension of standing and sessional orders,That the motion be agreed to,2023-11-13T17:04:16.867,57,75,Mr Fletcher,Liberal Party of Australia,procedural,,,,,FALSE,Aye,No,No,Aye,Aye,Aye,,,Aye,Aye,Aye,,Aye
2054,Suspension of standing orders,That the motion be agreed to,2023-11-13T17:11:26.327,61,75,Mr Fletcher,Liberal Party of Australia,procedural,,,,,FALSE,Aye,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,Aye
2055,Suspension of standing orders,That the motion be agreed to,2023-11-13T17:43:42.48,12,43,Mr Bates,Australian Greens,procedural,,,,,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,
2056,Interactive Gambling Amendment (Credit and Other Measures) Bill 2023,Detail amendments—That the amendments moved by Mr Coleman be agreed to,2023-11-14T16:27:38.547,51,86,Mr Coleman,Liberal Party of Australia,bill,Government,"Infrastructure, Transport, Regional Development, Communications and the Arts",House of Representatives,Act,FALSE,Aye,No,No,No,No,No,No,No,No,No,No,No,Aye
2057,Interactive Gambling Amendment (Credit and Other Measures) Bill 2023,Detail amendments—That the amendments moved by Ms Spender be agreed to,2023-11-14T16:37:56.65,14,72,Ms Spender,Independent,bill,Government,"Infrastructure, Transport, Regional Development, Communications and the Arts",House of Representatives,Act,FALSE,,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2058,Suspension of standing and sessional orders,That the amendment be agreed to,2023-11-14T16:42:41.187,60,77,Mr Fletcher,Liberal Party of Australia,procedural,,,,,FALSE,Aye,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,No,Aye
2059,Suspension of standing and sessional orders,That the motion be agreed to,2023-11-14T17:29:52.183,77,60,Mr Burke,Australian Labor Party,procedural,,,,,FALSE,No,Aye,Aye,No,No,No,No,No,No,No,No,Aye,No
2060,Social Security and Other Legislation Amendment (Supporting the Transition to Work) Bill 2023,2nd reading—That the amendment be agreed to,2023-11-15T08:31:11.457,61,79,Mr Sukkar,Liberal Party of Australia,bill,Government,Social Services,House of Representatives,Act,FALSE,Aye,No,No,,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,Aye
2063,Suspension of standing and sessional orders,That the motion be agreed to,2023-11-15T11:13:48.517,54,86,Mr Dutton,Liberal National Party of Queensland,procedural,,,,,FALSE,Aye,No,No,No,No,No,No,,,No,No,No,No
2064,Primary Industries (Excise) Levies Bill 2023,Detail amendments—That the amendments be agreed to,2023-11-15T15:06:39.93,58,80,Mr Littleproud,Liberal National Party of Queensland,bill,Government,"Agriculture, Fisheries and Forestry",House of Representatives,Act,FALSE,Aye,No,No,Aye,No,Aye,No,Aye,Aye,Aye,No,,Aye
2065,Fair Work Legislation Amendment (Closing Loopholes) Bill 2023,2nd reading—That the amendment be agreed to,2023-11-16T08:07:14.813,60,82,Mr Fletcher,Liberal Party of Australia,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,Aye,No,No,Aye,No,No,No,Aye,Aye,Aye,Aye,No,Aye
2066,Fair Work Legislation Amendment (Closing Loopholes) Bill 2023,That the bill be read a second time,2023-11-16T09:10:23.1,78,62,Mr Burke,Australian Labor Party,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,No,Aye,Aye,No,No,No,No,No,No,No,No,Aye,
2067,Closure of question,That the question be put,2023-11-16T09:16:21.23,86,11,Mr Burke,Australian Labor Party,bill,Government,Home Affairs,House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,Aye,Aye
2068,Suspension of standing orders—Contingent notice,"That the motion, as amended, be agreed to",2023-11-16T09:49:20.723,75,62,Mr Burke,Australian Labor Party,bill,Government,Home Affairs,House of Representatives,Act,FALSE,No,Aye,No,Aye,No,No,No,No,No,Aye,No,Aye,No
2070,Treasury Laws Amendment (2023 Measures No. 1) Bill 2023,Senate amendments—That the amendments be agreed to,2023-11-16T11:03:59.433,80,59,Mr Jones,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,No,No,No,No,Aye,Aye,No
2071,Closure of member,That the member be no longer heard,2023-11-16T13:01:47.29,50,87,Mr Dutton,Liberal National Party of Queensland,procedural,,,,,FALSE,Aye,No,No,No,No,No,No,No,No,,No,No,No
2072,Migration Amendment (Bridging Visa Conditions) Bill 2023,Senate amendments—That the amendments be agreed to,2023-11-16T16:07:09.603,106,8,Mr Giles,Australian Labor Party,bill,Government,Home Affairs,House of Representatives,Act,FALSE,Aye,Aye,No,,No,No,No,Aye,Aye,,No,No,Aye
2075,Treasury Laws Amendment (Support for Small Business and Charities and Other Measures) Bill 2023,2nd reading—That the amendment be agreed to,2023-11-27T08:12:36.66,57,78,Mr Taylor,Liberal Party of Australia,bill,Government,Treasury,House of Representatives,Act,FALSE,Aye,No,No,Aye,No,No,Aye,Aye,Aye,Aye,Aye,No,
2076,Treasury Laws Amendment (Support for Small Business and Charities and Other Measures) Bill 2023,Detail amendments—That the amendments be agreed to,2023-11-27T12:36:10.263,13,54,Ms Steggall,Independent,bill,Government,Treasury,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,No,
2077,Treasury Laws Amendment (Support for Small Business and Charities and Other Measures) Bill 2023,Detail amendments—That the Opposition amendments be agreed to,2023-11-27T12:53:00.713,63,73,Mr Pasin,Liberal Party of Australia,bill,Government,Treasury,House of Representatives,Act,FALSE,Aye,No,Aye,Aye,Aye,No,Aye,Aye,Aye,Aye,Aye,No,
2078,Crown References Amendment Bill 2023,That the bill be read a second time,2023-11-27T12:59:42.417,85,51,Mr Gorman,Australian Labor Party,bill,Government,Prime Minister and Cabinet,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2079,Suspension of standing and sessional orders—Contingent notice,That the amendment be agreed to,2023-11-27T13:09:48.713,106,9,Mr Fletcher,Liberal Party of Australia,procedural,,,,,FALSE,Aye,Aye,No,No,No,No,No,Aye,,No,No,Aye,
2080,Suspension of standing and sessional orders—Contingent notice,"That the motion, as amended, be agreed to",2023-11-27T16:19:15.443,70,64,Mr Burke,Australian Labor Party,procedural,,,,,FALSE,No,Aye,No,No,No,No,No,No,No,No,No,No,
2081,Migration Amendment (Bridging Visa Conditions and Other Measures) Bill 2023,That the bill be read a second time,2023-11-27T16:25:56.79,69,62,Mr Giles,Australian Labor Party,bill,Government,Home Affairs,House of Representatives,Act,FALSE,No,Aye,No,,No,,No,,No,No,No,No,
2082,Migration Amendment (Bridging Visa Conditions and Other Measures) Bill 2023,That the bill be read a third time,2023-11-27T17:34:45.57,69,61,Mr Giles,Australian Labor Party,bill,Government,Home Affairs,House of Representatives,Act,FALSE,No,Aye,No,,No,,No,,No,No,No,No,
2083,Economic Inclusion Advisory Committee Bill 2023,That the bill be read a second time,2023-11-28T10:13:03.28,84,51,Ms Rishworth,Australian Labor Party,bill,Government,Social Services,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2084,Suspension of standing and sessional orders,That the motion be agreed to,2023-11-28T16:51:22.113,62,73,Mr Coleman,Liberal Party of Australia,procedural,,,,,FALSE,Aye,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2085,Closure of question,That the question be put,2023-11-28T16:57:54.893,78,65,Mr Burke,Australian Labor Party,procedural,,,,,FALSE,No,Aye,Aye,No,No,No,No,No,No,No,No,No,No
2086,Consideration of Senate message,That the motion be agreed to,2023-11-28T17:48:38.883,65,78,Mr Fletcher,Liberal Party of Australia,procedural,,,,,FALSE,Aye,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2087,Fair Work Legislation Amendment (Closing Loopholes) Bill 2023,Detail amendments—That the Government amendments be agreed to,2023-11-28T18:12:54.16,79,60,Mr Burke,Australian Labor Party,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,No,Aye,Aye,,No,No,No,,No,No,No,Aye,No
2088,Fair Work Legislation Amendment (Closing Loopholes) Bill 2023,Detail amendments—That the amendments be agreed to,2023-11-29T08:31:36.197,9,57,Dr Scamps,Independent,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,No,No,No,Aye,Aye,Aye,No,Aye,Aye,Aye,Aye,No,Aye
2089,Fair Work Legislation Amendment (Closing Loopholes) Bill 2023,Detail amendments—That the amendments be agreed to,2023-11-29T10:25:40.017,9,60,Ms Daniel,Independent,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,No,No,No,Aye,Aye,Aye,No,Aye,Aye,Aye,Aye,No,Aye
2090,Fair Work Legislation Amendment (Closing Loopholes) Bill 2023,Detail amendments—That the amendments be agreed to,2023-11-29T11:11:45.23,9,59,Ms Chaney,Independent,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,No,No,No,Aye,Aye,Aye,No,Aye,Aye,Aye,Aye,No,Aye
2091,Fair Work Legislation Amendment (Closing Loopholes) Bill 2023,Detail amendments—That the amendments be agreed to,2023-11-29T11:35:09.333,6,55,Ms Spender,Independent,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,No,No,No,Aye,Aye,No,No,Aye,Aye,Aye,Aye,No,
2092,Fair Work Legislation Amendment (Closing Loopholes) Bill 2023,Detail amendments—That the amendments be agreed to,2023-11-29T11:56:15.917,6,55,Ms Steggall,Independent,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,No,No,No,Aye,Aye,No,No,Aye,Aye,Aye,Aye,No,
2093,Suspension of standing and sessional orders,That the motion be agreed to,2023-11-29T12:21:58.237,86,54,Mr Burke,Australian Labor Party,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,No,Aye,Aye,Aye,Aye,Aye,Aye
2094,Fair Work Legislation Amendment (Closing Loopholes) Bill 2023,Detail amendments—That the amendments be agreed to,2023-11-29T12:49:25.57,81,41,Ms Spender,Independent,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,No,Aye,,Aye,Aye,Aye,No,Aye,Aye,Aye,Aye,Aye,
2095,Fair Work Legislation Amendment (Closing Loopholes) Bill 2023,"That the bill, as amended, be agreed to",2023-11-29T13:02:56.75,78,63,,,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,No,Aye,Aye,No,No,No,No,No,No,No,No,Aye,No
2096,Fair Work Legislation Amendment (Closing Loopholes) Bill 2023,That the bill be read a third time,2023-11-29T13:09:05.59,78,63,Mr Burke,Australian Labor Party,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,No,Aye,Aye,No,No,No,No,No,No,No,No,Aye,No
2097,Suspension of standing and sessional orders—Contingent notice,That the amendment be agreed to,2023-11-29T17:04:34.477,100,12,Mr Fletcher,Liberal Party of Australia,procedural,,,,,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,No,
2098,Suspension of standing and sessional orders—Contingent notice,"That the motion, as amended, be agreed to",2023-11-29T17:16:11.463,73,67,Mr Burke,Australian Labor Party,procedural,,,,,FALSE,No,Aye,No,No,No,No,No,No,No,No,No,No,No
2099,Australian Citizenship Amendment (Citizenship Repudiation) Bill 2023,2nd reading—That the amendment moved by Ms Daniel be agreed to,2023-11-29T17:22:39.467,11,67,Ms Daniel,Independent,bill,Government,Home Affairs,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,,Aye,Aye,Aye,Aye,Aye,Aye,
2100,Australian Citizenship Amendment (Citizenship Repudiation) Bill 2023,2nd reading—That the amendment moved by Ms Tink be agreed to,2023-11-29T18:33:21.693,12,72,Ms Tink,Independent,bill,Government,Home Affairs,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2101,Australian Citizenship Amendment (Citizenship Repudiation) Bill 2023,2nd reading—That the amendment moved by Mr Tehan be agreed to,2023-11-29T18:40:13.173,60,74,Mr Tehan,Liberal Party of Australia,bill,Government,Home Affairs,House of Representatives,Act,FALSE,Aye,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2102,Australian Citizenship Amendment (Citizenship Repudiation) Bill 2023,That the bill be read a second time,2023-11-29T18:47:41.023,109,11,Ms O'Neil,Australian Labor Party,bill,Government,Home Affairs,House of Representatives,Act,FALSE,Aye,Aye,No,No,No,No,No,No,Aye,No,No,No,
2103,Counter-Terrorism Legislation Amendment (Prohibited Hate Symbols and Other Measures) Bill 2023,Detail amendment—That the Opposition amendment be agreed to,2023-11-30T08:02:20.5,61,76,Mr Fletcher,Liberal Party of Australia,bill,Government,Attorney-General,House of Representatives,Act,FALSE,Aye,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2104,Economic Inclusion Advisory Committee Bill 2023,Detail amendments—That the amendments be agreed to,2023-11-30T09:49:46.737,14,64,Mr Wilkie,Independent,bill,Government,Social Services,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2105,Economic Inclusion Advisory Committee Bill 2023,Detail amendments—That the amendments be agreed to,2023-11-30T11:03:09.203,10,54,Ms Tink,Independent,bill,Government,Social Services,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,,No,Aye,Aye,
2106,Closure of question,That the question be put,2023-11-30T11:23:11.31,77,61,Ms Plibersek,Australian Labor Party,bill,Government,Environment and Water,House of Representatives,Act,FALSE,No,Aye,Aye,No,No,No,No,No,,No,No,Aye,No
2107,Water Amendment (Restoring Our Rivers) Bill 2023,Senate amendments—That the amendments be agreed to,2023-11-30T13:35:18.97,86,52,Ms Plibersek,Australian Labor Party,bill,Government,Environment and Water,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,Aye
2108,Economic Inclusion Advisory Committee Bill 2023,Senate amendments—That the amendments be agreed to,2023-12-06T21:23:46.407,78,48,Mrs Elliot,Australian Labor Party,bill,Government,Social Services,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,,,,Aye,Aye,Aye,Aye
2109,Closure of question,That the question be put,2023-12-06T21:38:13.593,68,59,Mr Burke,Australian Labor Party,bill,Government,Home Affairs,House of Representatives,Act,FALSE,No,Aye,No,No,No,No,,,No,No,No,No,No
2110,Adjournment,That the House do now adjourn,2023-12-06T21:50:01.233,72,56,Mr Burke,Australian Labor Party,bill,Government,Home Affairs,House of Representatives,Act,FALSE,No,Aye,Aye,No,No,No,,,No,Aye,No,No,No
2111,Nature Repair Market Bill 2023,Senate amendments—That the amendments be agreed to,2023-12-07T08:16:30.25,82,49,Mr Butler,Australian Labor Party,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,Aye,Aye
2112,Nature Repair Market (Consequential Amendments) Bill 2023,Senate amendments—That the Opposition amendments be agreed to,2023-12-07T10:41:01.563,59,73,Mr Littleproud,Liberal National Party of Queensland,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Act,FALSE,Aye,No,No,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,No,Aye
2113,Nature Repair Market (Consequential Amendments) Bill 2023,Senate amendments—That the amendments be agreed to,2023-12-07T11:43:56.117,83,49,Ms Plibersek,Australian Labor Party,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,Aye,Aye
2114,Closure of question,That the question be put,2023-12-07T16:31:05.273,73,55,Mr Burke,Australian Labor Party,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,No,Aye,Aye,No,No,No,No,,No,No,No,Aye,
2115,Fair Work Legislation Amendment (Closing Loopholes) Bill 2023,Senate amendments—That the amendments moved by Ms Spender be agreed to,2023-12-07T16:37:45.397,9,91,Ms Spender,Independent,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,No,No,No,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,No,
2116,Fair Work Legislation Amendment (Closing Loopholes) Bill 2023,Senate amendments—That the Opposition amendments be agreed to,2023-12-07T16:44:36.563,48,72,Mr Fletcher,Liberal Party of Australia,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,Aye,No,No,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,No,
2117,Fair Work Legislation Amendment (Closing Loopholes) Bill 2023,That the motion be agreed to,2023-12-07T16:50:25.557,74,52,Mr Burke,Australian Labor Party,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,No,Aye,Aye,No,Aye,No,No,,No,Aye,No,Aye,
2119,Suspension of standing and sessional orders,That the motion be agreed to,2024-02-06T15:47:11.733,13,36,Mr Wilkie,Independent,procedural,,,,,FALSE,No,No,Aye,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2120,Australian Human Rights Commission Amendment (Costs Protection) Bill 2023,That the bill be read a second time,2024-02-06T15:55:24.79,88,54,,,bill,Government,Attorney-General,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2121,Suspension of standing and sessional orders ,That the motion be agreed to,2024-02-07T10:52:56.4,6,91,Mr Bandt,Australian Greens,procedural,,,,,FALSE,No,No,Aye,,No,Aye,,No,No,,No,Aye,No
2122,Australian Research Council Amendment (Review Response) Bill 2023,That the bill be read a second time,2024-02-07T11:03:17.403,89,50,Mr Clare,Australian Labor Party,bill,Government,Education,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2123,Attorney-General’s Portfolio Miscellaneous Measures Bill 2023,That the bill be read a second time,2024-02-07T17:24:30.417,88,52,Mr Dreyfus,Australian Labor Party,bill,Government,Attorney-General,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2124,Paid Parental Leave Amendment (More Support for Working Families) Bill 2023,2nd reading—That the amendment be agreed to,2024-02-07T17:32:56.907,54,84,Mr Sukkar,Liberal Party of Australia,bill,Government,Social Services,House of Representatives,Act,FALSE,Aye,No,No,No,No,No,No,Aye,,No,No,No,No
2125,Closure of member,That the member be no longer heard,2024-02-08T08:15:27.55,46,83,Ms Ley,Liberal Party of Australia,procedural,,,,,FALSE,Aye,No,No,No,No,No,No,No,,No,No,No,No
2126,Senate message—Bill with amendments,That the amendment be agreed to,2024-02-12T12:30:15.877,59,79,Mr Fletcher,Liberal Party of Australia,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,Aye,No,No,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,No,Aye
2127,Senate message—Bill with amendments,That the motion be agreed to,2024-02-12T12:37:45.107,81,59,Mr Burke,Australian Labor Party,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,No,Aye,Aye,No,No,Aye,No,No,No,No,No,Aye,Aye
2128,Fair Work Legislation Amendment (Closing Loopholes No. 2) Bill 2023,"Senate amendments—Opposition amendments (1) to (3) and (8) to Senate amendments (1), (2) and (52) be agreed to",2024-02-12T13:07:47.977,58,78,Mr Fletcher,Liberal Party of Australia,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,Aye,No,No,Aye,Aye,No,Aye,,Aye,Aye,Aye,,No
2129,Fair Work Legislation Amendment (Closing Loopholes No. 2) Bill 2023,That the question be put,2024-02-12T13:15:22.523,78,61,Mr Burke,Australian Labor Party,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,No,Aye,Aye,No,No,No,No,No,No,No,No,,No
2130,Fair Work Legislation Amendment (Closing Loopholes No. 2) Bill 2023,That the Senate amendments be agreed to,2024-02-12T13:22:14.47,80,59,Mr Burke,Australian Labor Party,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,No,Aye,Aye,No,No,Aye,No,No,No,No,No,,Aye
